step,v_delta,desired_v,current_v,omega_delta,desired_omega,current_omega
192000,0.1347002238035202,1.4387149810791016,1.3040530681610107,1.5809595424798317e-05,0.0,-1.5809595424798317e-05
192800,0.14816522598266602,1.482303261756897,1.3341145515441895,1.626959056011401e-05,0.0,-1.626959056011401e-05
193600,0.18490315973758698,1.56038498878479,1.3756048679351807,1.478636113461107e-05,0.0,-1.478636113461107e-05
194400,0.17041711509227753,1.5257571935653687,1.3556722402572632,1.6396475984947756e-05,0.0,-1.6396475984947756e-05
195200,0.18130551278591156,1.563523769378662,1.381731390953064,1.489183705416508e-05,0.0,-1.489183705416508e-05
196000,0.11483227461576462,1.4027740955352783,1.28900945186615,1.882770811789669e-05,0.0,-1.882770811789669e-05
196800,0.07435496896505356,1.295250654220581,1.2209231853485107,1.0370144082116894e-05,0.0,-1.0370144082116894e-05
197600,0.121712327003479,1.4137601852416992,1.2908875942230225,1.813359085645061e-05,0.0,-1.813359085645061e-05
198400,0.22998495399951935,1.6801021099090576,1.450071096420288,1.261337092728354e-05,0.0,-1.261337092728354e-05
199200,0.19907522201538086,1.6197106838226318,1.4206403493881226,1.4898881090630312e-05,0.0,-1.4898881090630312e-05
200000,0.17638538777828217,1.5298815965652466,1.3545691967010498,1.6374613551306538e-05,0.0,-1.6374613551306538e-05
200800,0.18439245223999023,1.5294069051742554,1.3442673683166504,1.691130455583334e-05,0.0,-1.691130455583334e-05
201600,0.10854608565568924,1.4012938737869263,1.2925952672958374,1.5231781617330853e-05,0.0,-1.5231781617330853e-05
202400,0.16735392808914185,1.5388031005859375,1.3716968297958374,1.4960636690375395e-05,0.0,-1.4960636690375395e-05
203200,0.16435880959033966,1.5319926738739014,1.3675836324691772,1.3782489986624569e-05,0.0,-1.3782489986624569e-05
204000,0.18352073431015015,1.5672380924224854,1.3835415840148926,1.5234169040923007e-05,0.0,-1.5234169040923007e-05
204800,0.2770976126194,1.758624792098999,1.481910228729248,1.5769985111546703e-05,0.0,-1.5769985111546703e-05
205600,0.10330689698457718,1.3761996030807495,1.273493766784668,1.5414581866934896e-05,0.0,-1.5414581866934896e-05
206400,0.20634634792804718,1.6221097707748413,1.414878487586975,1.6724819943192415e-05,0.0,-1.6724819943192415e-05
207200,0.12670204043388367,1.449670672416687,1.3235665559768677,1.5771831385791302e-05,0.0,-1.5771831385791302e-05
208000,0.11114095896482468,1.4008697271347046,1.2888883352279663,1.4787895452172961e-05,0.0,-1.4787895452172961e-05
208800,0.17306676506996155,1.5671206712722778,1.3950308561325073,1.4420161278394517e-05,0.0,-1.4420161278394517e-05
209600,0.13785628974437714,1.4461816549301147,1.3077185153961182,1.6523741578566842e-05,0.0,-1.6523741578566842e-05
210400,0.2307959794998169,1.6522759199142456,1.421241283416748,1.4738460777152795e-05,0.0,-1.4738460777152795e-05
211200,0.20195919275283813,1.6170958280563354,1.4161518812179565,1.6764744941610843e-05,0.0,-1.6764744941610843e-05
212000,0.15597133338451385,1.4684712886810303,1.3116344213485718,1.3622674487123732e-05,0.0,-1.3622674487123732e-05
212800,0.15220287442207336,1.489823579788208,1.3384313583374023,1.628777499718126e-05,0.0,-1.628777499718126e-05
213600,0.14149953424930573,1.4834637641906738,1.341575264930725,1.5682167941122316e-05,0.0,-1.5682167941122316e-05
214400,0.11585436016321182,1.4227253198623657,1.3067516088485718,1.425660138920648e-05,0.0,-1.425660138920648e-05
215200,0.24913115799427032,1.6968055963516235,1.4473012685775757,1.4489355635305401e-05,0.0,-1.4489355635305401e-05
216000,0.18579156696796417,1.5558397769927979,1.3703489303588867,1.5581097613903694e-05,0.0,-1.5581097613903694e-05
216800,0.14759865403175354,1.4816421270370483,1.3345592021942139,1.5401838027173653e-05,0.0,-1.5401838027173653e-05
217600,0.08881950378417969,1.3839682340621948,1.2949090003967285,1.4236653441912495e-05,0.0,-1.4236653441912495e-05
218400,0.21068741381168365,1.6175206899642944,1.4061318635940552,1.471303403377533e-05,0.0,-1.471303403377533e-05
219200,0.1812790483236313,1.5547314882278442,1.3743456602096558,1.4276048204919789e-05,0.0,-1.4276048204919789e-05
220000,0.12834635376930237,1.4309653043746948,1.3020268678665161,1.6894677173695527e-05,0.0,-1.6894677173695527e-05
220800,0.22120723128318787,1.633776068687439,1.412906527519226,1.4967413335398305e-05,0.0,-1.4967413335398305e-05
221600,0.14631858468055725,1.4950108528137207,1.348138451576233,1.607453123142477e-05,0.0,-1.607453123142477e-05
222400,0.12469660490751266,1.4445128440856934,1.3198882341384888,1.4712986740050837e-05,0.0,-1.4712986740050837e-05
223200,0.11647142469882965,1.402457594871521,1.2865159511566162,1.5881727449595928e-05,0.0,-1.5881727449595928e-05
224000,0.11572133004665375,1.3796344995498657,1.2631689310073853,1.642224560782779e-05,0.0,-1.642224560782779e-05
224800,0.2008538693189621,1.5959434509277344,1.395342469215393,1.3682967619388364e-05,0.0,-1.3682967619388364e-05
225600,0.05858392268419266,1.2920925617218018,1.233677864074707,1.9287173927295953e-05,0.0,-1.9287173927295953e-05
226400,0.13573341071605682,1.4618654251098633,1.3258332014083862,1.4132107935438398e-05,0.0,-1.4132107935438398e-05
227200,0.11359677463769913,1.3786503076553345,1.2655627727508545,1.820054603740573e-05,0.0,-1.820054603740573e-05
228000,0.19476352632045746,1.5722357034683228,1.3773353099822998,1.5720375813543797e-05,0.0,-1.5720375813543797e-05
228800,0.1640937328338623,1.5230010747909546,1.3586724996566772,1.6793519534985535e-05,0.0,-1.6793519534985535e-05
229600,0.13631215691566467,1.46050226688385,1.3249742984771729,1.4150934475765098e-05,0.0,-1.4150934475765098e-05
230400,0.13747361302375793,1.4818040132522583,1.3438349962234497,1.431750843039481e-05,0.0,-1.431750843039481e-05
231200,0.2354317605495453,1.6825528144836426,1.4470521211624146,1.4203837054083124e-05,0.0,-1.4203837054083124e-05
232000,0.15504685044288635,1.52265202999115,1.367588996887207,1.3831610885972623e-05,0.0,-1.3831610885972623e-05
232800,0.1461586207151413,1.4870271682739258,1.3405841588974,1.4730122529726941e-05,0.0,-1.4730122529726941e-05
233600,0.08459532260894775,1.345711588859558,1.261475920677185,1.6107591363834217e-05,0.0,-1.6107591363834217e-05
234400,0.12470759451389313,1.436193585395813,1.3119583129882812,1.3204903552832548e-05,0.0,-1.3204903552832548e-05
235200,0.19027288258075714,1.582000494003296,1.3914775848388672,1.5121229807846248e-05,0.0,-1.5121229807846248e-05
236000,0.16292235255241394,1.506333351135254,1.343408226966858,1.6302237781928852e-05,0.0,-1.6302237781928852e-05
236800,0.08973967283964157,1.3747326135635376,1.2851674556732178,1.478505782870343e-05,0.0,-1.478505782870343e-05
237600,0.16142049431800842,1.519588828086853,1.3583248853683472,1.326380152022466e-05,0.0,-1.326380152022466e-05
238400,0.09621604532003403,1.3829315900802612,1.2858524322509766,1.6224306818912737e-05,0.0,-1.6224306818912737e-05
239200,0.21894009411334991,1.6466524600982666,1.4281888008117676,1.4147025467536878e-05,0.0,-1.4147025467536878e-05
240000,0.06782315671443939,1.3886395692825317,1.3210703134536743,1.6178561054402962e-05,0.0,-1.6178561054402962e-05
240800,0.14423660933971405,1.476817011833191,1.3325066566467285,1.5498480934184045e-05,0.0,-1.5498480934184045e-05
241600,0.18181367218494415,1.5839474201202393,1.4016286134719849,1.403000351274386e-05,0.0,-1.403000351274386e-05
242400,0.11108022183179855,1.3951919078826904,1.2844445705413818,1.4946820556360763e-05,0.0,-1.4946820556360763e-05
243200,0.09321475774049759,1.3807090520858765,1.287930965423584,1.5214186532830354e-05,0.0,-1.5214186532830354e-05
244000,0.056035105139017105,1.308250069618225,1.2518072128295898,1.6392139514209703e-05,0.0,-1.6392139514209703e-05
244800,0.1780174821615219,1.5634281635284424,1.384884238243103,1.5168285244726576e-05,0.0,-1.5168285244726576e-05
245600,0.22591660916805267,1.67910897731781,1.4533199071884155,1.547374267829582e-05,0.0,-1.547374267829582e-05
246400,0.1414138823747635,1.5135488510131836,1.3723801374435425,1.5955138223944232e-05,0.0,-1.5955138223944232e-05
247200,0.17919769883155823,1.583487868309021,1.4036870002746582,1.537115895189345e-05,0.0,-1.537115895189345e-05
248000,0.17248477041721344,1.5319480895996094,1.3596110343933105,1.5095063645276241e-05,0.0,-1.5095063645276241e-05
248800,0.12962833046913147,1.4458471536636353,1.3163905143737793,1.4698338418384083e-05,0.0,-1.4698338418384083e-05
249600,0.12038622796535492,1.4341952800750732,1.314030647277832,1.5922261809464544e-05,0.0,-1.5922261809464544e-05
250400,0.24465122818946838,1.6987323760986328,1.4537259340286255,1.5808174794074148e-05,0.0,-1.5808174794074148e-05
251200,0.29307544231414795,1.7489348649978638,1.4558899402618408,1.304135821555974e-05,0.0,-1.304135821555974e-05
252000,0.1857014298439026,1.563523530960083,1.3784105777740479,1.6192434486583807e-05,0.0,-1.6192434486583807e-05
252800,0.17375926673412323,1.5407427549362183,1.3670661449432373,1.526849518995732e-05,0.0,-1.526849518995732e-05
253600,0.18482743203639984,1.5886839628219604,1.4037672281265259,1.4209930668585002e-05,0.0,-1.4209930668585002e-05
254400,0.17321689426898956,1.5288506746292114,1.3550775051116943,1.6248108295258135e-05,0.0,-1.6248108295258135e-05
255200,0.1965215653181076,1.600585699081421,1.4042187929153442,1.5192683349596336e-05,0.0,-1.5192683349596336e-05
256000,0.16872046887874603,1.5023212432861328,1.3334975242614746,1.6348039935110137e-05,0.0,-1.6348039935110137e-05
256800,0.1089940145611763,1.438131332397461,1.3291072845458984,1.6989897630992346e-05,0.0,-1.6989897630992346e-05
257600,0.17458024621009827,1.5510352849960327,1.377272367477417,1.5622157661709934e-05,0.0,-1.5622157661709934e-05
258400,0.15911072492599487,1.5201916694641113,1.3610649108886719,1.5680940123274922e-05,0.0,-1.5680940123274922e-05
259200,0.10089969635009766,1.4150341749191284,1.3142340183258057,1.3584611224359833e-05,0.0,-1.3584611224359833e-05
260000,0.19153694808483124,1.5719743967056274,1.3794004917144775,1.6223124475800432e-05,0.0,-1.6223124475800432e-05
260800,0.19930492341518402,1.5834206342697144,1.3842872381210327,1.2324089766480029e-05,0.0,-1.2324089766480029e-05
261600,0.1661398708820343,1.5218040943145752,1.356078863143921,1.4019750778970774e-05,0.0,-1.4019750778970774e-05
262400,0.1441969871520996,1.4799206256866455,1.336007833480835,1.607391459401697e-05,0.0,-1.607391459401697e-05
263200,0.0835631936788559,1.3698229789733887,1.2860065698623657,1.6679230611771345e-05,0.0,-1.6679230611771345e-05
264000,0.1447557508945465,1.5106003284454346,1.3658552169799805,1.5576571968267672e-05,0.0,-1.5576571968267672e-05
264800,0.11806654185056686,1.4562413692474365,1.3381010293960571,1.4200882105797064e-05,0.0,-1.4200882105797064e-05
265600,0.13973823189735413,1.5012023448944092,1.3610552549362183,1.5775463907630183e-05,0.0,-1.5775463907630183e-05
266400,0.14169941842556,1.4763633012771606,1.3351826667785645,1.3269973351270892e-05,0.0,-1.3269973351270892e-05
267200,0.12112420797348022,1.440818190574646,1.3188477754592896,1.4697536244057119e-05,0.0,-1.4697536244057119e-05
268000,0.20543666183948517,1.6150362491607666,1.4097511768341064,1.4340296729642432e-05,0.0,-1.4340296729642432e-05
268800,0.09148557484149933,1.4050203561782837,1.3140984773635864,1.4807001207373105e-05,0.0,-1.4807001207373105e-05
269600,0.16201868653297424,1.5356215238571167,1.373160481452942,1.4365135029947851e-05,0.0,-1.4365135029947851e-05
270400,0.17110231518745422,1.579736351966858,1.4085431098937988,1.4524296602758113e-05,0.0,-1.4524296602758113e-05
271200,0.1741374284029007,1.569836139678955,1.3961732387542725,1.4711370567965787e-05,0.0,-1.4711370567965787e-05
272000,0.2715567648410797,1.7393581867218018,1.4676179885864258,1.5270257790689357e-05,0.0,-1.5270257790689357e-05
272800,0.11849795281887054,1.4501936435699463,1.3320363759994507,1.471504492656095e-05,0.0,-1.471504492656095e-05
273600,0.06871981173753738,1.3734759092330933,1.304330825805664,1.4773379007237963e-05,0.0,-1.4773379007237963e-05
274400,0.07827892899513245,1.35056471824646,1.2730523347854614,1.6620148016954772e-05,0.0,-1.6620148016954772e-05
275200,0.1242888942360878,1.470459222793579,1.3455357551574707,1.4595134416595101e-05,0.0,-1.4595134416595101e-05
276000,0.09592358022928238,1.4074705839157104,1.3122305870056152,1.5590911061735824e-05,0.0,-1.5590911061735824e-05
276800,0.08876892924308777,1.3981660604476929,1.3091816902160645,1.621195588086266e-05,0.0,-1.621195588086266e-05
277600,0.14344458281993866,1.496320366859436,1.3530195951461792,1.8030666979029775e-05,0.0,-1.8030666979029775e-05
278400,0.1363344043493271,1.51738440990448,1.380510926246643,1.4569599443348125e-05,0.0,-1.4569599443348125e-05
279200,0.20405149459838867,1.6101185083389282,1.4066383838653564,1.4696981452289037e-05,0.0,-1.4696981452289037e-05
280000,0.14135737717151642,1.4858675003051758,1.343772530555725,1.613069798622746e-05,0.0,-1.613069798622746e-05
280800,0.18972231447696686,1.5699487924575806,1.3799728155136108,1.632229941606056e-05,0.0,-1.632229941606056e-05
281600,0.20839808881282806,1.6242305040359497,1.416089653968811,1.4871995517751202e-05,0.0,-1.4871995517751202e-05
282400,0.20327948033809662,1.5711889266967773,1.368660807609558,1.5773088307469152e-05,0.0,-1.5773088307469152e-05
283200,0.10215412080287933,1.3932712078094482,1.2911205291748047,1.7912012481247075e-05,0.0,-1.7912012481247075e-05
284000,0.10658914595842361,1.4455249309539795,1.3383644819259644,1.4919065506546758e-05,0.0,-1.4919065506546758e-05
284800,0.11607658863067627,1.4096028804779053,1.2930275201797485,1.564269587106537e-05,0.0,-1.564269587106537e-05
285600,0.06320012360811234,1.343141794204712,1.2801434993743896,1.5733907275716774e-05,0.0,-1.5733907275716774e-05
286400,0.11661484092473984,1.4487260580062866,1.3327840566635132,1.4547454156854656e-05,0.0,-1.4547454156854656e-05
287200,0.1941297948360443,1.5913327932357788,1.396199107170105,1.4256020222092047e-05,0.0,-1.4256020222092047e-05
288000,0.20134995877742767,1.583335518836975,1.3826478719711304,1.4662882676930167e-05,0.0,-1.4662882676930167e-05
288800,0.17362678050994873,1.5792499780654907,1.4060797691345215,1.59331139002461e-05,0.0,-1.59331139002461e-05
289600,0.04627087339758873,1.3109525442123413,1.2647228240966797,1.7069707610062324e-05,0.0,-1.7069707610062324e-05
290400,0.15869122743606567,1.538462519645691,1.3794419765472412,1.461896681576036e-05,0.0,-1.461896681576036e-05
291200,0.12478706240653992,1.4556984901428223,1.3301091194152832,1.4342517715704162e-05,0.0,-1.4342517715704162e-05
292000,0.224246546626091,1.6206520795822144,1.396641731262207,1.6478450561407954e-05,0.0,-1.6478450561407954e-05
292800,0.14115697145462036,1.4841703176498413,1.3434759378433228,1.3723569281864911e-05,0.0,-1.3723569281864911e-05
293600,0.19414925575256348,1.5578227043151855,1.3631072044372559,1.6191357644856907e-05,0.0,-1.6191357644856907e-05
294400,0.10647527873516083,1.4319614171981812,1.3259270191192627,1.1239070772717241e-05,0.0,-1.1239070772717241e-05
295200,0.18946442008018494,1.5637192726135254,1.3737691640853882,1.6438852981082164e-05,0.0,-1.6438852981082164e-05
296000,0.1024058610200882,1.4473456144332886,1.34605872631073,1.449013507226482e-05,0.0,-1.449013507226482e-05
296800,0.13105104863643646,1.4796369075775146,1.3480721712112427,1.4696273865411058e-05,0.0,-1.4696273865411058e-05
297600,0.0969090387225151,1.4134243726730347,1.3161444664001465,1.5611938579240814e-05,0.0,-1.5611938579240814e-05
298400,0.24329586327075958,1.6727851629257202,1.4295586347579956,1.6557269191253e-05,0.0,-1.6557269191253e-05
299200,0.18541279435157776,1.577599048614502,1.3926962614059448,1.555878043291159e-05,0.0,-1.555878043291159e-05
300000,0.11655861884355545,1.4688791036605835,1.3522363901138306,1.4652206118626054e-05,0.0,-1.4652206118626054e-05
300800,0.14982706308364868,1.510036587715149,1.3596253395080566,1.607957892701961e-05,0.0,-1.607957892701961e-05
301600,0.002334929071366787,1.2638815641403198,1.2622170448303223,1.5584644643240608e-05,0.0,-1.5584644643240608e-05
302400,0.14786924421787262,1.4905956983566284,1.342035174369812,1.5276957128662616e-05,0.0,-1.5276957128662616e-05
303200,0.06704369932413101,1.357893705368042,1.2914632558822632,1.4914464372850489e-05,0.0,-1.4914464372850489e-05
304000,0.12110113352537155,1.4770948886871338,1.355912446975708,1.6051813872763887e-05,0.0,-1.6051813872763887e-05
304800,0.16962525248527527,1.5352287292480469,1.3649442195892334,1.3746611330134328e-05,0.0,-1.3746611330134328e-05
305600,0.17476807534694672,1.5288909673690796,1.3550668954849243,1.6506810425198637e-05,0.0,-1.6506810425198637e-05
306400,0.10203862190246582,1.4107922315597534,1.308386206626892,1.586137841513846e-05,0.0,-1.586137841513846e-05
307200,0.15815740823745728,1.5377576351165771,1.3800344467163086,1.428724226570921e-05,0.0,-1.428724226570921e-05
308000,0.04459426924586296,1.323815107345581,1.2790396213531494,1.812198206607718e-05,0.0,-1.812198206607718e-05
308800,0.16727112233638763,1.5270264148712158,1.358978033065796,1.4972647477407008e-05,0.0,-1.4972647477407008e-05
309600,0.13480353355407715,1.4889055490493774,1.3540565967559814,1.3362029676500242e-05,0.0,-1.3362029676500242e-05
310400,0.24690106511116028,1.6768473386764526,1.4309481382369995,1.371641792502487e-05,0.0,-1.371641792502487e-05
311200,0.13683085143566132,1.4871793985366821,1.3497763872146606,1.5002897271187976e-05,0.0,-1.5002897271187976e-05
312000,0.2128918617963791,1.6005932092666626,1.3881890773773193,1.6272968423436396e-05,0.0,-1.6272968423436396e-05
312800,0.24107638001441956,1.70393967628479,1.4619728326797485,1.3240414773463272e-05,0.0,-1.3240414773463272e-05
313600,0.14573495090007782,1.5205248594284058,1.3757946491241455,1.5013813026598655e-05,0.0,-1.5013813026598655e-05
314400,0.2075689733028412,1.607656478881836,1.3995137214660645,1.5443058146047406e-05,0.0,-1.5443058146047406e-05
315200,0.24800510704517365,1.6761950254440308,1.427951693534851,1.5010642528068274e-05,0.0,-1.5010642528068274e-05
316000,0.152064710855484,1.5239201784133911,1.3726389408111572,1.6557016351725906e-05,0.0,-1.6557016351725906e-05
316800,0.0778699740767479,1.3890376091003418,1.3109023571014404,1.4472712791757658e-05,0.0,-1.4472712791757658e-05
317600,0.16653263568878174,1.5219600200653076,1.3554956912994385,1.7521975678391755e-05,0.0,-1.7521975678391755e-05
318400,0.09625834226608276,1.435674786567688,1.3387759923934937,1.4106047274253797e-05,0.0,-1.4106047274253797e-05
319200,0.13395801186561584,1.4669724702835083,1.3331495523452759,1.5664634702261537e-05,0.0,-1.5664634702261537e-05
320000,0.1107202023267746,1.4832077026367188,1.373203158378601,1.5674573660362512e-05,0.0,-1.5674573660362512e-05
320800,0.1702437549829483,1.5465967655181885,1.3753736019134521,1.5232208170345984e-05,0.0,-1.5232208170345984e-05
321600,0.1581442803144455,1.4711873531341553,1.3133633136749268,1.6167747162398882e-05,0.0,-1.6167747162398882e-05
322400,0.11983425915241241,1.4574320316314697,1.3383140563964844,1.5375779184978455e-05,0.0,-1.5375779184978455e-05
323200,0.16068366169929504,1.4914580583572388,1.3304901123046875,7.153907063184306e-06,0.0,-7.153907063184306e-06
324000,0.15324585139751434,1.5148030519485474,1.3615378141403198,1.6472105926368386e-05,0.0,-1.6472105926368386e-05
324800,0.22562411427497864,1.6559144258499146,1.4299705028533936,1.6525420505786315e-05,0.0,-1.6525420505786315e-05
325600,0.16051766276359558,1.5448217391967773,1.384407639503479,1.4372099030879326e-05,0.0,-1.4372099030879326e-05
326400,0.20376498997211456,1.598933458328247,1.3947861194610596,1.2689028153545223e-05,0.0,-1.2689028153545223e-05
327200,0.15080833435058594,1.5357625484466553,1.3850444555282593,1.4626457414124161e-05,0.0,-1.4626457414124161e-05
328000,0.1813928484916687,1.5987017154693604,1.417450189590454,1.3965286598249804e-05,0.0,-1.3965286598249804e-05
328800,0.1227075532078743,1.479762315750122,1.3567622900009155,1.5646008250769228e-05,0.0,-1.5646008250769228e-05
329600,0.15502852201461792,1.5160753726959229,1.3616021871566772,1.5019852071418427e-05,0.0,-1.5019852071418427e-05
330400,0.18859708309173584,1.5808300971984863,1.391456961631775,1.5994430214050226e-05,0.0,-1.5994430214050226e-05
331200,0.23817430436611176,1.6478205919265747,1.4107221364974976,1.4445558917941526e-05,0.0,-1.4445558917941526e-05
332000,0.17564883828163147,1.5531216859817505,1.3769901990890503,1.401020654157037e-05,0.0,-1.401020654157037e-05
332800,0.03482695668935776,1.3357325792312622,1.3010364770889282,1.5905152395134792e-05,0.0,-1.5905152395134792e-05
333600,0.16434574127197266,1.5233994722366333,1.3583624362945557,1.5000641724327579e-05,0.0,-1.5000641724327579e-05
334400,0.23136761784553528,1.6478478908538818,1.4171396493911743,1.3810563359584194e-05,0.0,-1.3810563359584194e-05
335200,0.22887948155403137,1.615605115890503,1.3872451782226562,1.4099946383794304e-05,0.0,-1.4099946383794304e-05
336000,0.011275788769125938,1.243627905845642,1.2321233749389648,1.9898470782209188e-05,0.0,-1.9898470782209188e-05
336800,0.02048150636255741,1.2718324661254883,1.2504873275756836,1.6952966689132154e-05,0.0,-1.6952966689132154e-05
337600,0.23699741065502167,1.6287347078323364,1.391918420791626,1.5681252989452332e-05,0.0,-1.5681252989452332e-05
338400,0.21285971999168396,1.6336774826049805,1.4215819835662842,1.4978516446717549e-05,0.0,-1.4978516446717549e-05
339200,0.1143098771572113,1.4727363586425781,1.3582842350006104,1.5190847989288159e-05,0.0,-1.5190847989288159e-05
340000,0.0875745564699173,1.3979804515838623,1.310573935508728,1.5957588402670808e-05,0.0,-1.5957588402670808e-05
340800,0.08344843238592148,1.3767201900482178,1.2933827638626099,1.553156107547693e-05,0.0,-1.553156107547693e-05
341600,0.20048721134662628,1.5460634231567383,1.3445111513137817,1.4985148482082877e-05,0.0,-1.4985148482082877e-05
342400,0.1469327211380005,1.4719107151031494,1.3254338502883911,1.720402178762015e-05,0.0,-1.720402178762015e-05
343200,0.12466377764940262,1.4826793670654297,1.3580751419067383,1.4546131751558278e-05,0.0,-1.4546131751558278e-05
344000,0.1310555785894394,1.5202726125717163,1.389297604560852,1.4067500160308555e-05,0.0,-1.4067500160308555e-05
344800,0.12092046439647675,1.461997151374817,1.340461015701294,1.5837111277505755e-05,0.0,-1.5837111277505755e-05
345600,0.1691732257604599,1.5294150114059448,1.3601667881011963,1.5530020391452126e-05,0.0,-1.5530020391452126e-05
346400,0.24440157413482666,1.6244505643844604,1.3800336122512817,1.5195446394500323e-05,0.0,-1.5195446394500323e-05
347200,0.2029087394475937,1.5681555271148682,1.3652400970458984,1.3115113688400015e-05,0.0,-1.3115113688400015e-05
348000,0.2757560610771179,1.7383699417114258,1.4632319211959839,1.6742866137064993e-05,0.0,-1.6742866137064993e-05
348800,0.056373849511146545,1.4301795959472656,1.3742587566375732,2.076885721180588e-05,0.0,-2.076885721180588e-05
349600,0.10609158128499985,1.4341470003128052,1.327202558517456,1.5107503713807091e-05,0.0,-1.5107503713807091e-05
350400,0.1297898292541504,1.4646118879318237,1.3354759216308594,1.4351280697155744e-05,0.0,-1.4351280697155744e-05
351200,0.09075601398944855,1.4491068124771118,1.3579869270324707,1.5822604837012477e-05,0.0,-1.5822604837012477e-05
352000,0.1999298483133316,1.590063452720642,1.3898537158966064,1.3462142305797897e-05,0.0,-1.3462142305797897e-05
352800,0.16036300361156464,1.5373878479003906,1.3773342370986938,1.6195439457078464e-05,0.0,-1.6195439457078464e-05
353600,0.1943080574274063,1.6024484634399414,1.408355951309204,1.3226921510067768e-05,0.0,-1.3226921510067768e-05
354400,0.06850238889455795,1.402985692024231,1.3347218036651611,1.4848310456727631e-05,0.0,-1.4848310456727631e-05
355200,0.05421234294772148,1.3780789375305176,1.32388174533844,1.5829358744667843e-05,0.0,-1.5829358744667843e-05
356000,0.09453676640987396,1.4368950128555298,1.3417469263076782,1.6752623196225613e-05,0.0,-1.6752623196225613e-05
356800,0.12099839746952057,1.4485901594161987,1.3272669315338135,1.603103373781778e-05,0.0,-1.603103373781778e-05
357600,0.1536916047334671,1.494077444076538,1.3407694101333618,1.4593480045732576e-05,0.0,-1.4593480045732576e-05
358400,0.16161483526229858,1.5485386848449707,1.3872159719467163,1.545172926853411e-05,0.0,-1.545172926853411e-05
359200,0.13688968122005463,1.517299771308899,1.3801257610321045,1.3846028195985127e-05,0.0,-1.3846028195985127e-05
360000,0.17113907635211945,1.5421541929244995,1.371687650680542,1.4488992746919394e-05,0.0,-1.4488992746919394e-05
360800,0.15764398872852325,1.528817057609558,1.3706822395324707,1.608208185643889e-05,0.0,-1.608208185643889e-05
361600,0.042911723256111145,1.3627382516860962,1.3201968669891357,1.607009835424833e-05,0.0,-1.607009835424833e-05
362400,0.031970273703336716,1.371103048324585,1.3391741514205933,1.5528064977843314e-05,0.0,-1.5528064977843314e-05
363200,0.10384835302829742,1.4720324277877808,1.3682756423950195,1.5285386325558648e-05,0.0,-1.5285386325558648e-05
364000,0.127813458442688,1.4499621391296387,1.3212467432022095,1.7997568647842854e-05,0.0,-1.7997568647842854e-05
364800,0.12077537178993225,1.4834840297698975,1.3635812997817993,1.7089309039874934e-05,0.0,-1.7089309039874934e-05
365600,-0.043565649539232254,1.268157958984375,1.311789631843567,1.7438029317418113e-05,0.0,-1.7438029317418113e-05
366400,0.19233551621437073,1.5655653476715088,1.372605562210083,1.3209208191256039e-05,0.0,-1.3209208191256039e-05
367200,0.18711082637310028,1.5620168447494507,1.374896764755249,1.5066430023580324e-05,0.0,-1.5066430023580324e-05
368000,0.09285023808479309,1.4711552858352661,1.3784271478652954,1.4122276297712233e-05,0.0,-1.4122276297712233e-05
368800,0.21329525113105774,1.593111515045166,1.3793591260910034,1.0302695727659739e-06,0.0,-1.0302695727659739e-06
369600,0.16493800282478333,1.5289338827133179,1.3638575077056885,1.539470031275414e-05,0.0,-1.539470031275414e-05
370400,0.1584821343421936,1.5421431064605713,1.3836041688919067,1.3833060620527249e-05,0.0,-1.3833060620527249e-05
371200,0.1456795036792755,1.5214968919754028,1.376258134841919,1.6360942026949488e-05,0.0,-1.6360942026949488e-05
372000,0.13485975563526154,1.4857676029205322,1.3508955240249634,1.5976962458807975e-05,0.0,-1.5976962458807975e-05
372800,0.27567777037620544,1.7082016468048096,1.4323612451553345,1.5289919247152284e-05,0.0,-1.5289919247152284e-05
373600,0.2556937336921692,1.6563405990600586,1.4005541801452637,1.444130884920014e-05,0.0,-1.444130884920014e-05
374400,0.16423171758651733,1.5672428607940674,1.4029037952423096,1.4059275599720422e-05,0.0,-1.4059275599720422e-05
375200,0.22857914865016937,1.6299644708633423,1.4016902446746826,1.3508132724382449e-05,0.0,-1.3508132724382449e-05
376000,0.24635453522205353,1.650320291519165,1.4038249254226685,1.706824332359247e-05,0.0,-1.706824332359247e-05
376800,0.16764383018016815,1.5363895893096924,1.3687844276428223,1.3871553164790384e-05,0.0,-1.3871553164790384e-05
377600,0.21297448873519897,1.6092761754989624,1.3971527814865112,1.375651299895253e-05,0.0,-1.375651299895253e-05
378400,0.07461518049240112,1.4423556327819824,1.3668748140335083,1.561385579407215e-05,0.0,-1.561385579407215e-05
379200,0.23441357910633087,1.6186134815216064,1.3840608596801758,1.4657926840300206e-05,0.0,-1.4657926840300206e-05
380000,0.18717288970947266,1.5724425315856934,1.3854891061782837,1.6399624655605294e-05,0.0,-1.6399624655605294e-05
380800,0.0771736428141594,1.4227622747421265,1.3461904525756836,1.5018578778835945e-05,0.0,-1.5018578778835945e-05
381600,0.15083061158657074,1.4917806386947632,1.3400697708129883,1.5362254998763092e-05,0.0,-1.5362254998763092e-05
382400,0.006453854031860828,1.3473987579345703,1.3417518138885498,1.6467954992549494e-05,0.0,-1.6467954992549494e-05
383200,0.0463089644908905,1.386473536491394,1.3393954038619995,1.9970197172369808e-05,0.0,-1.9970197172369808e-05
